,fr_orig,dms_orig,dms_dest,fr_dest,fr_inmode,dms_mode,fr_outmode,sctg2,trade_type,tons_2012,tons_2013,tons_2014,tons_2015,tons_2020,tons_2025,tons_2030,tons_2035,tons_2040,tons_2045,value_2012,value_2013,value_2014,value_2015,value_2020,value_2025,value_2030,value_2035,value_2040,value_2045,tmiles_2012,tmiles_2013,tmiles_2014,tmiles_2015,tmiles_2020,tmiles_2025,tmiles_2030,tmiles_2035,tmiles_2040,tmiles_2045,curval_2013,curval_2014,curval_2015
58689,803.0,291,65,,4.0,4,,4,2,0.0014,0.0,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0001,0.0001,0.0124,0.0,0.0003,0.0003,0.0004,0.0004,0.0005,0.0005,0.0006,0.0007,0.002,0.0,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0003,0.0003
1288296,,41,151,,,5,,37,1,0.0001,0.0001,0.0001,0.0001,0.0001,0.0002,0.0002,0.0003,0.0004,0.0005,16.838,19.6994,19.2529,18.543,24.1047,30.8927,40.1147,54.6774,71.0371,85.3852,0.0003,0.0003,0.0003,0.0003,0.0004,0.0005,0.0006,0.0009,0.0011,0.0014,20.0656,19.9689,19.4409
71624,,373,485,802.0,,1,1.0,4,3,0.01,0.0101,0.0071,0.006999999999999999,0.0075,0.0079,0.0081,0.0079,0.0083,0.0092,0.0082,0.0083,0.0059,0.0058,0.0061,0.0065,0.0066,0.0065,0.0068,0.0076,0.0178,0.0179,0.0127,0.0125,0.0133,0.0141,0.0144,0.0141,0.0148,0.0164,0.0086,0.006,0.0056
1504159,,291,139,,,5,,40,1,0.1122,0.0676,0.0706,0.0743,0.0847,0.0975,0.1075,0.11900000000000001,0.1296,0.1443,0.3457,0.2083,0.2176,0.2289,0.2609,0.3003,0.3312,0.3665,0.3994,0.4446,0.1084,0.0653,0.0682,0.0718,0.0818,0.0941,0.1038,0.1149,0.1252,0.1394,0.2104,0.2211,0.2344
1651255,808.0,471,42,,4.0,4,,43,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0143,0.0143,0.0143,0.0145,0.0185,0.023,0.0285,0.0357,0.0458,0.0569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0145,0.015,0.0148
1207117,,519,182,801.0,,4,4.0,35,3,0.0003,0.0011,0.0005,0.0005,0.0007,0.0009,0.0012,0.0017,0.0026,0.003,0.0536,0.1987,0.0972,0.0958,0.121,0.1663,0.2213,0.3038,0.4615,0.5299,0.0001,0.0005,0.0002,0.0002,0.0003,0.0004,0.0005,0.0007,0.0011,0.0013,0.1983,0.0969,0.0949
447731,,560,121,803.0,,2,3.0,23,3,0.0092,0.0008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0424,0.0036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018000000000000002,0.0016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036,0.0,0.0
79301,,421,379,,,1,,5,1,9.0,9.228,10.3524,11.050999999999998,11.8208,12.6974,14.2264,16.0492,17.9519,19.6021,39.295,40.2904,45.1996,48.25,51.6107,55.4381,62.1139,70.0728,78.3802,85.5848,5.266,5.3994,6.0573,6.4661,6.9164,7.4293,8.324,9.3906,10.5038,11.4693,41.14,51.6961,52.9625
87592,808.0,61,394,,3.0,2,,5,2,0.0072,0.0079,0.0129,0.0139,0.0159,0.0182,0.0207,0.0238,0.0277,0.0318,0.0307,0.0338,0.0552,0.0593,0.0679,0.0774,0.0884,0.1016,0.1181,0.1356,0.0175,0.0193,0.0315,0.0339,0.0388,0.0442,0.0505,0.057999999999999996,0.0674,0.0774,0.0345,0.0631,0.0651
375960,,129,371,803.0,,5,4.0,22,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0001
478119,803.0,61,160,,3.0,1,,24,2,0.0,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0003,0.0002,0.0002,0.0003,0.0003,0.0004,0.0005,0.0006,0.0008,0.0,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0003,0.0002,0.0002
1461637,807.0,64,531,,3.0,1,,39,2,0.07400000000000001,0.0754,0.1081,0.1171,0.1671,0.2301,0.3138,0.4305,0.6032,0.7117,0.1844,0.1879,0.2694,0.2919,0.4166,0.5735,0.7822,1.073,1.5035,1.7739,0.0627,0.0639,0.0915,0.0992,0.1416,0.1949,0.2659,0.3647,0.511,0.6029,0.1891,0.2752,0.3024
855742,,241,171,,,1,,32,1,7.8444,7.3641,6.6502,6.7548,6.9717,6.4511,6.1301,5.9319,6.0026,6.1739,18.788,17.6378,15.9277,16.1783,16.6978,15.4509,14.6821,14.2075,14.3768,14.7871,6.3398,5.9516,5.3746,5.4592,5.6345,5.2137,4.9543,4.7941,4.8513,4.9897,16.6818,15.2391,14.0162
860811,,421,321,,,1,,32,1,1.7234,1.8962,1.8658,1.8192,1.7091,1.6998,1.6380000000000001,1.5743,1.489,1.5978,18.88,20.773000000000003,20.4398,19.9295,18.7238,18.6213,17.945,17.2464,16.3125,17.5036,4.3085,4.7405,4.6645,4.548,4.2728,4.2495,4.095,3.9358,3.7225,3.9945,19.647000000000002,19.5562,17.2661
432657,,262,363,805.0,,4,4.0,23,3,0.0062,0.0059,0.0113,0.0109,0.0122,0.0149,0.0173,0.0209,0.0274,0.0321,0.1121,0.1062,0.205,0.1979,0.2215,0.2688,0.3134,0.3785,0.4961,0.5799,0.0042,0.004,0.0077,0.0074,0.0083,0.0101,0.0118,0.0142,0.0186,0.0218,0.1056,0.2039,0.1957
1230204,,471,481,,,1,,36,1,0.4715,0.5039,0.5083,0.5277,0.6263,0.6707,0.7115,0.7376,0.7659999999999999,0.7827,4.4547,4.7608,4.8019,4.986000000000001,5.9175,6.3363,6.7223,6.9685,7.2374,7.3945,0.3175,0.3393,0.3422,0.3553,0.4217,0.4516,0.4791,0.4966,0.5158,0.527,4.8085,4.9116,5.1783
441795,,451,451,803.0,,1,4.0,23,3,0.0012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0095,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0,0.0
739749,803.0,122,182,,3.0,5,,30,2,0.9322,0.9137,0.7666,0.8264,1.0158,1.2346,1.4980000000000002,1.8371,2.3177,2.7177,31.4867,30.8604,25.8923,27.9131,34.3098,41.7013,50.5985,62.0527,78.2878,91.7971,1.1942,1.1704,0.982,1.0586,1.3012,1.5815,1.919,2.3534,2.9691,3.4815,31.1822,26.6469,28.5447
1093856,,511,451,807.0,,1,3.0,34,3,0.0025998,0.0021999000000000003,0.0037997,0.0037997,0.0049997,0.006599600000000001,0.0082994,0.010499,0.014099,0.016999,0.050197000000000006,0.043097,0.072495,0.072895,0.09599400000000001,0.12699000000000002,0.15949000000000002,0.20249,0.27308000000000004,0.32908000000000004,0.00099993,0.00089994,0.0014999,0.0014999,0.0019999,0.0025998,0.0032998000000000003,0.0040997,0.005599600000000001,0.006699600000000001,0.0437,0.0744,0.0755
1344549,,92,241,,,5,,38,1,0.1016,0.115,0.1137,0.1142,0.152,0.1914,0.2359,0.2836,0.3299,0.3742,5.881,6.6554,6.5814,6.6107,8.7964,11.0767,13.6571,16.4132,19.0963,21.6592,0.027000000000000003,0.0305,0.0302,0.0303,0.0403,0.0508,0.0626,0.0753,0.0876,0.0993,6.726,6.7022,6.8014
701370,,271,122,802.0,,4,4.0,29,3,0.0001,0.0002,0.0001,0.0001,0.0001,0.0002,0.0002,0.0002,0.0003,0.0004,0.0097,0.0182,0.0099,0.0103,0.0127,0.0162,0.0196,0.0237,0.0306,0.0384,0.0001,0.0003,0.0001,0.0002,0.0002,0.0002,0.0003,0.0004,0.0005,0.0006,0.0183,0.0099,0.0103
1049654,807.0,341,486,,3.0,3,,34,2,0.0001,0.0002,0.0002,0.0002,0.0003,0.0004,0.0005,0.0006,0.0007,0.0009,0.0008,0.0012,0.0014,0.0015,0.0019,0.0024,0.0029,0.0036,0.0046,0.0056,0.0003,0.0004,0.0005,0.0005,0.0007,0.0008,0.001,0.0013,0.0016,0.0019,0.0012,0.0014,0.0016
905099,,488,491,803.0,,4,4.0,32,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0022,0.0002,0.0002,0.0002,0.0003,0.0003,0.0004,0.0005,0.0006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021,0.0002,0.0002
600768,804.0,451,513,,3.0,5,,27,2,0.0013,0.0011,0.0013,0.0014,0.0015,0.0017,0.002,0.0022,0.0025,0.0029,0.009000000000000001,0.0073,0.0092,0.0095,0.0107,0.012,0.0137,0.0155,0.0176,0.0198,0.0007,0.0005,0.0007,0.0007,0.0008,0.0009,0.001,0.0011,0.0013,0.0015,0.0077,0.0097,0.0097
1538302,806.0,488,482,,4.0,4,,40,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007,0.0028,0.0035,0.0038,0.0048,0.006,0.0074,0.0092,0.0116,0.0139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028,0.0036,0.0038
92879,,262,380,801.0,,1,1.0,5,3,0.1319,0.1486,0.0745,0.0758,0.094,0.1205,0.1456,0.1777,0.2292,0.2765,0.6478,0.7297,0.366,0.3722,0.4616,0.5916,0.7151,0.8726,1.1259,1.3578,0.1307,0.1473,0.0739,0.0751,0.0932,0.1194,0.1443,0.1761,0.2272,0.27399999999999997,0.7451,0.4186,0.4085
440155,,419,63,802.0,,4,1.0,23,3,1e-06,1.093e-06,6.0465e-07,6.5116e-07,8.604700000000001e-07,1.1395e-06,1.4651e-06,1.907e-06,2.5814e-06,3.2325999999999998e-06,4.6977e-06,5.1163e-06,2.8605e-06,3.0233e-06,4.0465e-06,5.3953e-06,6.9302e-06,9e-06,1.2115999999999999e-05,1.5185999999999998e-05,1e-06,1.093e-06,6.0465e-07,6.5116e-07,8.604700000000001e-07,1.1395e-06,1.4651e-06,1.907e-06,2.5814e-06,3.2325999999999998e-06,0.0218,0.0122,0.0128
162561,,341,471,,,1,,8,1,0.9967,0.9986,1.0583,1.1656,1.3132,1.5515,1.7508,1.942,2.1108,2.4064,3.9001,3.9076,4.1412,4.5612,5.1387,6.0708,6.8508,7.5992,8.2595,9.4162,1.0513,1.0533,1.1163,1.2295,1.3851,1.6365,1.8467,2.0484,2.2264,2.5382,3.9766,4.2476,4.7003
1448949,802.0,392,499,,4.0,4,,39,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0001,0.0001,0.0002,0.0002,0.0003,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0001
1055962,808.0,361,361,,4.0,1,,34,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0002,0.0002,0.0003,0.0003,0.0004,0.0005,0.0007,0.0008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0002,0.0002
219829,,491,172,,,6,,16,1,1.8912,1.9045,1.5665,1.6522,1.9009,2.2033,2.3463,2.5122,2.5224,2.4934,1.0431,1.276,1.0496,1.107,1.2737,1.4763,1.5721,1.6832,1.6901,1.6706,2.2698,2.2857,1.8801,1.9829,2.2814,2.6444,2.8160000000000003,3.0151,3.0273,2.9925,1.3114,0.9944,0.524
1560401,,291,299,804.0,,4,4.0,40,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008,0.0008,0.0008,0.0008,0.0011,0.0014,0.0018,0.0022,0.0029,0.0035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008,0.0008,0.0008
1438019,,399,299,,,5,,39,1,0.2111,0.2317,0.2421,0.2484,0.2839,0.2981,0.3142,0.3288,0.3453,0.3668,0.8313,0.9122,0.9533,0.9781,1.1179,1.1739,1.2375,1.2948,1.3598,1.4445,0.1402,0.1538,0.1607,0.1649,0.1885,0.1979,0.2086,0.2183,0.2293,0.2435,0.9182,0.9738,1.0133
547313,,129,429,,,1,,26,1,0.7218,0.8708,0.9012,0.9324,1.1267,1.2319,1.3133,1.3142,1.288,1.2434,0.5187,0.6258,0.6476,0.67,0.8096,0.8852,0.9438,0.9444,0.9256,0.8935,0.9534,1.1502,1.1904,1.2315,1.4882,1.6271,1.7347,1.7359,1.7013,1.6424,0.6667,0.7199,0.7371
1112884,,299,123,,,1,,35,1,9.0467,9.1278,9.1158,8.8743,9.6137,10.2413,10.6192,10.9599,11.2423,11.9754,15.4011,15.5391,15.5187,15.1076,16.3663,17.4348,18.0782,18.6581,19.1389,20.387,10.7028,10.7987,10.7845,10.4989,11.3735,12.1161,12.5632,12.9662,13.3003,14.1676,15.5064,15.4669,14.9689
1425686,,81,251,,,5,,39,1,0.0001,0.0001,0.0001,0.0001,0.0001,0.0002,0.0002,0.0002,0.0002,0.0002,0.3901,0.4177,0.4513,0.4823,0.575,0.6366,0.6816,0.7133,0.7395,0.7862,0.0002,0.0002,0.0002,0.0003,0.0003,0.0003,0.0004,0.0004,0.0004,0.0004,0.4204,0.461,0.4997
1465351,807.0,451,259,,3.0,1,,39,2,0.0018,0.0025,0.0021,0.0023,0.0033,0.0046,0.0062,0.0085,0.0119,0.0141,0.0247,0.0341,0.0294,0.0318,0.0454,0.0625,0.0853,0.11699999999999999,0.1639,0.1934,0.0017,0.0024,0.0021,0.0022,0.0032,0.0044,0.006,0.0082,0.0115,0.0136,0.0343,0.03,0.033
621361,,63,139,,,1,,28,1,0.1463,0.1507,0.1634,0.1656,0.177,0.1938,0.2127,0.2317,0.2532,0.2715,0.6296,0.6485,0.7032,0.7127,0.7617,0.8341,0.9151,0.9971,1.0894,1.1686,0.3322,0.3421,0.371,0.376,0.4019,0.4401,0.4828,0.5261,0.5748,0.6165,0.6597,0.7262,0.7363
1540384,807.0,124,459,,3.0,1,,40,2,0.0034,0.0041,0.0028,0.003,0.0039,0.0048,0.0059,0.0074,0.0093,0.0112,0.0199,0.024,0.0165,0.0177,0.0227,0.0282,0.0347,0.0431,0.0545,0.0654,0.0016,0.0019,0.0013,0.0014,0.0018,0.0023,0.0028,0.0035,0.0044,0.0052,0.0243,0.0167,0.0181
1335665,,459,512,805.0,,1,3.0,37,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0002,0.0002,0.0002,0.0003,0.0003,0.0004,0.0005,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0002,0.0002
191092,,292,171,,,1,,12,1,42.968999999999994,38.8464,39.2543,40.3744,37.3509,34.5942,35.1497,37.8957,39.425,41.016000000000005,0.2102,0.19,0.192,0.1975,0.1827,0.1692,0.172,0.1854,0.1929,0.2007,16.3497,14.7811,14.9363,15.3625,14.212,13.1631,13.3745,14.4193,15.0012,15.6066,0.1951,0.2034,0.215
565478,805.0,363,61,,3.0,2,,26,2,0.001,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0002,0.0002,0.0002,0.0076,0.0,0.0006,0.0006,0.0007,0.0009,0.001,0.0012,0.0014,0.0017,0.0031,0.0,0.0002,0.0003,0.0003,0.0003,0.0004,0.0005,0.0006,0.0007,0.0,0.0007,0.0007
341629,806.0,132,81,,3.0,1,,21,2,0.0159,0.0,0.0083,0.0089,0.0119,0.0154,0.0197,0.0254,0.0333,0.0399,0.0283,0.0,0.0147,0.0159,0.0212,0.0274,0.0351,0.0452,0.0593,0.0709,0.0262,0.0,0.0137,0.0147,0.0196,0.0254,0.0325,0.0419,0.055,0.0657,0.0,0.0165,0.019
1196378,,401,122,803.0,,1,3.0,35,3,0.0263,0.0109,0.022000000000000002,0.0226,0.0305,0.0433,0.0581,0.0786,0.1129,0.1335,0.4019,0.1667,0.3362,0.3459,0.4663,0.6613,0.8875,1.2008,1.7249,2.0393,0.0377,0.0157,0.0316,0.0325,0.0438,0.0621,0.0833,0.1128,0.162,0.1915,0.1664,0.3351,0.3427
452520,,160,20,,,5,,24,1,1.5878,2.4196,2.6662,2.8439,4.0629,4.9536,5.4023,5.8762,6.3253,6.5918,3.7166,5.6636,6.2408,6.6568,9.5102,11.5951,12.6452,13.7547,14.8057,15.4295,3.9648,6.0419,6.6576,7.1014,10.1454,12.3696,13.4898,14.6733,15.7945,16.4601,5.7619,6.4773,6.5713
694298,,41,61,802.0,,4,4.0,29,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.01,0.005,0.0049,0.0062,0.008,0.0099,0.0123,0.0164,0.0204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.005,0.005
1257640,808.0,61,441,,4.0,4,,36,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035,0.0245,0.013999999999999999,0.0145,0.017,0.019,0.0212,0.0239,0.0273,0.0312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0247,0.0143,0.015
810742,803.0,241,182,,4.0,4,,31,2,0.0001,0.0029,0.002,0.0022,0.0027,0.0033,0.0041,0.0051,0.0064,0.0078,0.0026,0.0749,0.0531,0.0564,0.0701,0.0859,0.1057,0.1316,0.1676,0.2016,0.0001,0.0016,0.0011,0.0012,0.0015,0.0018,0.0022,0.0027,0.0035,0.0042,0.0772,0.0565,0.0613
1099626,,63,479,,,1,,35,1,0.1141,0.1162,0.11800000000000001,0.1297,0.1666,0.2054,0.2467,0.2928,0.34700000000000003,0.3807,1.1542,1.1751,1.1936,1.3121,1.6852,2.0782,2.4959,2.9619,3.5096,3.8507,0.2433,0.2477,0.2516,0.2766,0.3552,0.4381,0.5261,0.6244,0.7398,0.8118,1.1726,1.1896,1.3
373268,807.0,486,484,,3.0,5,,22,2,0.5857,0.0089,0.0711,0.0725,0.0793,0.0863,0.0943,0.1036,0.1144,0.1253,1.163,0.0177,0.1413,0.14400000000000002,0.1574,0.1713,0.1872,0.2058,0.2271,0.2489,0.1127,0.0017,0.0137,0.013999999999999999,0.0153,0.0166,0.0181,0.0199,0.022000000000000002,0.0241,0.0171,0.1339,0.1337
481983,804.0,64,429,,3.0,5,,24,2,0.0038,0.0051,0.005,0.0053,0.0067,0.0082,0.01,0.0123,0.0153,0.0186,0.0399,0.0537,0.0527,0.0559,0.0701,0.086,0.1049,0.1287,0.1604,0.195,0.0104,0.0141,0.0138,0.0146,0.0183,0.0225,0.0274,0.0336,0.0419,0.051,0.0547,0.0547,0.0551
797695,,271,379,,,5,,31,1,0.0094,0.0099,0.0109,0.0109,0.0121,0.0123,0.0123,0.0117,0.0114,0.0116,0.8381,0.8847,0.9687,0.9694,1.075,1.0968,1.094,1.041,1.0135,1.0373,0.0119,0.0125,0.0137,0.0137,0.0152,0.0156,0.0155,0.0148,0.0144,0.0147,0.9117,1.03,1.0533
1324653,,219,471,801.0,,4,4.0,37,3,0.0048,0.0017,0.0002,0.0002,0.0002,0.0003,0.0004,0.0005,0.0008,0.001,2.4306,0.8624,0.0856,0.0965,0.1274,0.1668,0.2119,0.2773,0.3872,0.5282,0.0014,0.0005,0.0,0.0001,0.0001,0.0001,0.0001,0.0002,0.0002,0.0003,0.8784,0.0888,0.1012
743594,804.0,64,472,,4.0,4,,30,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0049,0.0098,0.0049,0.0053,0.0065,0.0079,0.0096,0.0117,0.0148,0.0174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0099,0.005,0.0054
1589891,,64,261,804.0,,2,3.0,41,3,0.1089,0.0866,0.0163,0.0172,0.0216,0.0271,0.0319,0.0375,0.0463,0.0009,0.016,0.0127,0.0024,0.0025,0.0032,0.004,0.0047,0.0055,0.0068,0.0001,0.2814,0.2239,0.0421,0.0445,0.0558,0.07,0.0825,0.0969,0.1197,0.0023,0.0121,0.0023,0.0018
69165,,229,222,803.0,,3,3.0,4,3,30.8974,44.9149,43.6574,42.6896,46.2711,51.6696,53.2172,55.6162,59.7005,67.3519,17.3125,25.1668,24.4622,23.9199,25.9267,28.9516,29.8188,31.163,33.4515,37.7388,3.7735,5.4855,5.3319,5.2137,5.6511,6.3104,6.4995,6.7925,7.2913,8.2257,26.1323,25.1333,23.311
976683,,291,369,801.0,,4,4.0,33,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0057,0.0057,0.0171,0.0162,0.0174,0.0193,0.0208,0.0226,0.0255,0.0292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0057,0.0172,0.0162
508301,,64,151,808.0,,4,4.0,24,3,0.0139,0.0117,0.0114,0.0111,0.0138,0.0182,0.0231,0.0301,0.0426,0.0501,0.1662,0.14,0.1361,0.133,0.165,0.2174,0.2768,0.3601,0.5095,0.5985,0.0337,0.0284,0.0276,0.027000000000000003,0.0335,0.0441,0.0562,0.0731,0.1034,0.1215,0.1424,0.1413,0.1313
636776,804.0,512,341,,3.0,4,,28,2,2.1732e-07,1.0709000000000001e-07,1.7323e-07,1.7953e-07,2.1417e-07,2.4882e-07,2.8504e-07,3.2913000000000004e-07,3.8268e-07,4.4251999999999997e-07,5.480300000000001e-07,2.6929e-07,4.378e-07,4.5353999999999997e-07,5.401600000000001e-07,6.2677e-07,7.196899999999999e-07,8.2835e-07,9.6693e-07,1.1181e-06,8.031499999999999e-08,3.937e-08,6.2992e-08,6.6142e-08,7.874e-08,9.133900000000001e-08,1.0550999999999998e-07,1.2126e-07,1.4015999999999998e-07,1.6219999999999998e-07,0.0174,0.0287,0.0298
490742,806.0,132,473,,3.0,1,,24,2,0.084,0.1238,0.2748,0.2914,0.3656,0.4487,0.5474,0.6711,0.8365,1.0174,6.5606,9.6713,21.4589,22.7571,28.5552,35.0438,42.7528,52.4179,65.3354,79.4635,0.0346,0.051,0.1131,0.12,0.1505,0.1848,0.2254,0.2763,0.3445,0.4189,9.8391,22.272,22.4647
120296,,171,124,,,1,,7,1,3.0297,3.0834,3.4534,3.7225,4.0405,4.5509,5.0931,5.5557,6.1163,6.9314,13.386,13.6234,15.2582,16.447,17.8521,20.1073,22.5025,24.5466,27.0235,30.6247,3.6439,3.7085,4.1535,4.4772,4.8597,5.4735,6.1257,6.6821,7.3563,8.3367,13.8517,16.3404,16.5452
614488,,363,241,805.0,,1,3.0,27,3,0.0042,0.0004,0.0008,0.0008,0.0009,0.0011,0.0013,0.0014,0.0017,0.002,0.006,0.0006,0.0011,0.0011,0.0013,0.0016,0.0018,0.002,0.0024,0.0028,0.001,0.0001,0.0002,0.0002,0.0002,0.0003,0.0003,0.0003,0.0004,0.0005,0.0006,0.0012,0.0012
130844,801.0,369,99,,1.0,1,,7,2,0.3174,0.2984,0.2613,0.2745,0.3359,0.4082,0.4964,0.61,0.7673,0.9247,0.4095,0.385,0.3372,0.3541,0.4334,0.5266,0.6405,0.787,0.99,1.193,0.1355,0.1274,0.1116,0.1172,0.1434,0.1743,0.212,0.2604,0.3276,0.3948,0.3914,0.3611,0.3562
1044595,806.0,491,41,,4.0,4,,34,2,0.0012,0.0017,0.0014,0.0015,0.0019,0.0023,0.0028,0.0035,0.0044,0.0054,0.0096,0.0138,0.0109,0.0116,0.0149,0.0184,0.0226,0.027999999999999997,0.0355,0.0434,0.0005,0.0008,0.0006,0.0006,0.0008,0.001,0.0012,0.0015,0.0019,0.0024,0.0139,0.0111,0.012
1046114,807.0,69,61,,4.0,4,,34,2,2.1349000000000001e-07,1.1237e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9485e-05,1.2921999999999999e-06,1.1237e-08,1.1237e-08,2.2473000000000002e-08,2.2473000000000002e-08,3.371e-08,4.4946000000000004e-08,5.6182999999999994e-08,6.7419e-08,5.6182999999999994e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0116,0.0001,0.0002
822410,807.0,64,452,,3.0,2,,31,2,0.0959,0.0698,0.0844,0.0896,0.1113,0.1365,0.1679,0.2091,0.2663,0.3204,0.1783,0.1298,0.157,0.1666,0.207,0.2538,0.3122,0.3887,0.4952,0.5957,0.2819,0.2052,0.2483,0.2635,0.3272,0.4013,0.4937,0.6146,0.7829,0.9419,0.1338,0.1669,0.1811
710394,,531,485,802.0,,1,1.0,29,3,0.001,0.0003,0.0006,0.0006,0.0007,0.0009,0.001,0.0012,0.0014,0.0017,0.0043,0.0014,0.0025,0.0026,0.0031,0.0038,0.0044,0.0051,0.0062,0.0071,0.0018,0.0006,0.001,0.0011,0.0013,0.0016,0.0018,0.0021,0.0026,0.003,0.0014,0.0025,0.0026
99229,,261,512,,,1,,6,1,2.9845,2.9986,2.7367,2.9422,2.9654,3.0193,3.0709,3.1229,3.1187,3.29,4.8257,4.8486,4.425,4.7573,4.7948,4.8819,4.9653,5.0495,5.0427,5.3196,2.1482,2.1583,1.9698,2.1177,2.1344,2.1732,2.2104,2.2478,2.2448,2.3681,4.9333,4.5005,4.8018
524988,,379,132,806.0,,1,3.0,24,3,0.7102,0.3607,0.5111,0.5087,0.6083,0.7479,0.9043,1.1169,1.4789,1.726,3.0932,1.5708,2.2259,2.2157,2.6496,3.2573,3.9385,4.8644,6.4412,7.5175,0.2997,0.1522,0.2156,0.2146,0.2567,0.3155,0.3815,0.4712,0.624,0.7282,1.5981,2.3102,2.1872
58648,803.0,241,421,,3.0,1,,4,2,0.05653300000000001,0.042798,0.033044,0.033839999999999995,0.038618,0.043992,0.049566000000000006,0.055936,0.063899,0.07216,0.20901,0.15835,0.12222000000000001,0.12500999999999998,0.14282999999999998,0.16253,0.18324000000000001,0.20672,0.23629,0.26694,0.0089577,0.0067681,0.0051756,0.0053746,0.0060714,0.0069671,0.007862899999999999,0.0088582,0.010053,0.011346,0.1652,0.1262,0.1224
1335277,,451,486,805.0,,1,3.0,37,3,0.0002,0.0003,0.0004,0.0003,0.0005,0.0007,0.001,0.0013,0.0017,0.0024,0.0038,0.0062,0.0067,0.0063,0.0094,0.0137,0.0181,0.0238,0.0326,0.0448,0.0002,0.0004,0.0004,0.0004,0.0005,0.0008,0.001,0.0014,0.0019,0.0026,0.0063,0.0069,0.0066
469113,,513,61,,,1,,24,1,0.0069,0.0062,0.0065,0.0061,0.0067,0.006999999999999999,0.0074,0.0079,0.0082,0.0086,0.6889,0.6176,0.6467,0.612,0.6667,0.6996,0.7391,0.7861,0.816,0.8629,0.0181,0.0162,0.017,0.016,0.0175,0.0183,0.0194,0.0206,0.0214,0.0226,0.6283,0.6712,0.6041
1170543,,42,429,801.0,,4,4.0,35,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.002,0.002,0.0021,0.0031,0.0044,0.0062,0.0085,0.0122,0.0152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.002,0.002
